Bridgeport,  Conn.	41-11N	73-12W
Bridgeport,  Nebr.	41-40N	103-06W
Bridgeport,  Tex.	33-13N	97-45W
Bridger	45-18N	108-55W
Bridgeton	39-26N	75-14W
Bridgewater,  Mass.	41-59N	70-58W
Bridgewater,  N.Y.	42-53N	75-15W
Bridgton	44-03N	70-42W
Brigham City	41-31N	112-01W
Brighton,  Colo.	39-59N	104-49W
Brighton,  N.Y.	43-08N	77-34W
Brilliant	40-15N	80-39W
Brinkley	34-53N	91-12W
Brinnon	47-41N	122-54W
Bristol,  Conn.	41-40N	72-57W
Bristol, Pa.	40-06N	74-51W
Bristol, R.I.	41-40N	71-16W
Bristol,  Tenn.	36-36N	82-11W
Bristol B.	58-00N	160-00W
Bristol L.	34-23N	116-50W
BristoW	35-50N	96-23W
Britton	45-48N	97-45W
Broad	34-01N	81-04W
Broadalbin	43-04N	74-12W
Broadus	45-27N	105-25W
Brockport	43-13N	77-56W
Brockton	42-05N	71-01W
Brockway,  Mont.	47-18N	105-45W
Brockway, Pa.	41-15N	78-47W
Brocton	42-23N	79-26W
Brodhead, Mt.	41-39N	77-47W
Brogan	44-15N	117-31W
Broken ArroW	36-03N	95-48W
Broken Bow,  Nebr.	41-24N	99-38W
Broken Bow,  Okla.	34-02N	94-44W
Broken Bow  Lake	34-09N	94-40W
Brook Park	41-24N	81-51W
Brookhaven	31-35N	90-26W
Brookings,  Oreg.	42-03N	124-17W
Brookings, S.  Dak.	44-19N	96-48W
Brooklyn Park	45-06N	93-23W
Brooks Range	68-00N	152-00W
Brooksville	28-33N	82-23W
Brookville	41-10N	79-05W
Brothers	43-49N	120-36W
Brown City	43-13N	82-59W
Brownfield	33-11N	102-17W
Browning	48-34N	113-01W
Brownsville,  Oreg.	44-24N	122-59W
Brownsville,  Pa.	40-01N	79-53W
Brownsville,  Tenn.	35-36N	89-16W
Brownsville,  Tex.	25-54N	97-30W
Brownville	44-00N	75-59W
Brownwood	31-43N	98-59W
Bruin	41-03N	79-43W
Bruneau	42-53N	115-48W
Bruneau	42-56N	115-57W
Brunswick,  Ga.	31-10N	81-30W
Brunswick,  Maine	43-55N	69-58W
Brunswick,  Md.	39-19N	77-38W
Brunswick,  Mo.	39-26N	93-08W
Brunswick,  Ohio.	41-14N	81-51W
Brush	40-15N	103-37W
Brushton	44-50N	74-31W
Bryan, Ohio	41-28N	84-33W
Bryan, Tex.	30-40N	96-22W
Bryce Canyon  Nat. Park	37-30N	112-10W
Bryson City	35-26N	83-27W
Buchanan, L.	30-45N	98-25W
Buchon, Pt.	35-15N	120-54W
Buck Hill  Falls	41-11N	75-16W
Buckeye	33-22N	112-35W
Buckeye Lake	39-55N	82-29W
Buckhannon	39-00N	80-08W
Bucklin	37-33N	99-38W
Bucks L.	39-54N	121-12W
Bucyrus	40-48N	82-59W
Buellton	34-37N	120-12W
Buena Park	33-52N	117-59W
Buena Vista,  Colo.	38-51N	106-08W
Buena  Vista,Va.	37-44N	79-21W
Buena Vista  Lake Bed	35-12N	119-18W
Buffalo, Mo.	37-39N	93-06W
Buffalo, N.Y.	42-53N	78-53W
Buffalo,  Okla.	36-50N	99-38W
Buffalo, S.  Dak.	45-35N	103-33W
Buffalo, Wyo.	44-21N	106-42W
Buford	34-10N	84-00W
Buhl	42-36N	114-46W
Bull Shoals  L.	36-22N	92-35W
Bullhead City	35-08N	114-32W
Bunkie	30-57N	92-11W
Bunnell	29-28N	81-16W
Burbank	34-11N	118-19W
Burien	47-28N	122-21W
Burkburnett	34-06N	98-34W
Burley	42-32N	113-48W
Burlingame	37-35N	122-21W
Burlington,  Colo.	39-18N	102-16W
Burlington,  Iowa	40-49N	91-14W
Burlington,  Kans.	38-12N	95-45W
Burlington,  N.C.	36-06N	76-26W
Burlington,  N.J.	40-04N	74-51W
Burlington,  Vt.	44-29N	73-12W
Burlington,  Wash.	48-28N	122-20W
Burlington,  Wis.	42-41N	88-17W
Burnet	30-45N	98-14W
Burney	40-53N	121-40W
Burnham	40-38N	77-34W
Burns	43-35N	119-03W
Burnsville	44-47N	93-17W
Burton, Ohio	41-28N	81-08W
Burton, S.C.	32-25N	80-45W
Burwell	41-47N	99-08W
Butler, Mo.	38-16N	94-20W
Butler, Pa.	40-52N	79-54W
Butte, Mont.	46-00N	112-32W
Butte, Nebr.	42-58N	98-51W
Butte Creek	39-12N	121-56W
ButtonwilloW	35-24N	119-28W
Buzzards B.	41-45N	70-37W
Buzzards Bay	41-44N	70-37W
Byers	39-43N	104-14W
Byesville	39-58N	81-32W
Bylas	33-08N	110-07W
Cabazon	33-55N	116-47W
Cabinet Mts.	48-00N	115-30W
Cabool	37-07N	92-06W
cabot, Mt.	44-30N	71-25W
Cache Cr.	38-42N	121-42W
Caddo	34-07N	96-16W
Cadillac	44-15N	85-24W
Cadiz, Calif.	34-30N	115-28W
Cadiz, Ohio	40-22N	81-00W
Cadiz L.	34-18N	115-24W
Cairo, Ga.	30-52N	84-13W
Cairo, III.	37-00N	89-11W
Cairo, N.Y.	42-18N	74-00W
Calais	45-11N	67-17W
Calcasieu L.	29-55N	93-18W
Calcutta	40-40N	80-34W
Caldwell,  Idaho	43-40N	116-41W
Caldwell,  Kans.	37-02N	97-37W
Caldwell,  Tex.	30-32N	96-42W
Caledonia	42-58N	77-51W
Calexico	32-40N	115-30W
Calhoun	34-30N	84-57W
Caliente	37-37N	114-31W
California,  Mo.	38-38N	92-34W
California,  Pa.	40-04N	79-54W
California	37-30N	119-30W
California  City	35-10N	117-55W
California  Hot Springs	35-51N	118-41W
Calipatria	33-08N	115-31W
Calistoga	38-85N	122-35W
Callicoon	41-46N	75-03W
Calpella	39-14N	123-12W
Calpine	39-40N	120-27W
Calwa	36-42N	119-46W
Camanche  Reservoir	38-14N	121-01W
Camarillo	34-13N	119-02W
Camas	45-35N	122-24W
Camas Valley	43-02N	123-40W
Cambria	35-34N	121-05W
Cambridge,  Mass.	42-22N	71-06W
Cambridge,  Minn.	45-34N	93-13W
Cambridge,  N.Y.	43-02N	73-22W
Cambridge,  Nebr.	40-17N	100-10W
Cambridge,  Ohio	40-02N	81-35W
Cambridge  Springs	41-48N	80-04W
Camden, Ala.	31-59N	87-17W
Camden, Ark.	33-35N	92-50W
Camden, Maine	44-13N	69-04W
Camden, N.J.	39-56N	75-07W
Camden, N.Y.	43-20N	75-45W
Camden, S.C.	34-16N	80-36W
Camdenton	38-01N	92-45W
Cameron,  Ariz.	35-53N	111-25W
Cameron, La.	29-48N	93-20W
Cameron, Mo.	39-44N	94-14W
Cameron, Tex.	30-51N	96-59W
Camilla	31-14N	84-12W
Camino	38-44N	120-41W
Cammal	41-24N	77-28W
Camp Hill	40-14N	76-55W
Camp Nelson	36-08N	118-39W
Camp  Pendleton	33-16N	117-23W
Camp Verde	34-34N	111-51W
Camp Wood	29-40N	100-01W
Campbell,  Calif.	37-17N	121-57W
Campbell,  Ohio	41-05N	80-37W
Campbellsville	37-21N	85-20W
Camptonville	39-27N	121-03W
Camptown	41-44N	76-14W
Canaan	42-02N	73-20W
Canadian	35-55N	100-23W
Canadian	35-28N	95-03W
Canajoharie	42-54N	74-35W
Canandaigua	42-54N	77-17W
Canandalgua  L.	42-47N	77-19W
Canaseraga	42-27N	77-45W
Canaveral C.	28-27N	80-32W
Canby, Calif.	41-27N	120-52W
Canby, Minn.	44-43N	96-16W
Canby, Oreg.	45-16N	122-42W
Cando	48-32N	99-12W
Canisteo	42-16N	77-36W
Canisteo	42-07N	77-08W
Cannon Ball	46-20N	100-38W
Cannonsville  Reservoir	42-04N	75-22W
Canon City	38-27N	105-14W
Cantil	35-18N	117-58W
Canton, Ga.	34-14N	84-29W
Canton, III.	40-33N	90-02W
Canton Miss.	32-37N	90-02W
Canton, Mo.	40-08N	91-32W
Canton, N.Y.	44-36N	75-10W
Canton, Ohio	40-48N	81-23W
Canton, Pa.	41-39N	76-51W
Canton, S.  Dak.	43-18N	96-35W
Canton L.	36-06N	98-35W
Canutillo	31-55N	106-36W
Canyon	34-59N	101-55W
Canyonlands  Nat. Park	38-15N	110-00W
Canyonville	42-56N	123-17W
Capac	43-01N	82-56W
Cape Charles	37-16N	76-01W
Cape Coral	26-33N	81-57W
Cape Fear	33-53N	78-01W
Cape Giradeau	37-19N	89-32W
Cape May	38-56N	74-56W
Cape May  Point	38-56N	74-58W
Cape Vincent	44-08N	76-20W
Capitan	33-35N	105-35W
Capitol Reef  Nat. Park	38-15N	111-10W
Capitola	36-59N	121-57W
Carbondale,  Colo.	39-24N	107-13W
Carbondale,  III.	37-44N	89-13W
Carbondale,  Pa.	41-35N	75-30W
Cardiff-by-the-sea	33-01N	117-17W
Carey	43-19N	117-57W
Caribou	46-52N	68-01W
Carlin	40-43N	116-07W
Carlinville	39-17N	89-53W
Carlisle	40-12N	77-12W
Carlsbad,  Calif.	33-10N	117-21W
Carlsbad, N. Mex.	32-25N	104-14W
Carlsbad  Caverns Nat. Park	32-10N	104-35W
Carmel	41-26N	73-41W
Carmel-by-the-sea	36-33N	121-55W
Carmel Valley	36-29N	121-43W
Carmi	38-05N	88-10W
Carmichael	38-38N	121-19W
Carnation	47-39N	121-55W
Carnegie	40-24N	80-05W
Caro	43-29N	83-24W
Carol City	25-56N	80-16W
Carpinteria	34-24N	119-31W
Carrabelle	29-51N	84-40W
Carrington	47-27N	99-08W
Carrizo Cr.	36-55N	103-55W
Carrizo  Springs	28-31N	99-52W
Carrizozo	33-38N	105-53W
Carroll	42-04N	94-52W
Carrollton,  Ga.	33-35N	85-05W
Carrollton,  III.	39-18N	90-24W
Carrollton,  Ky.	38-41N	85-11W
Carrollton,  Mo.	39-22N	93-30W
Carrollton,  Ohio	40-34N	81-05W
Carson,  Calif.	33-48N	118-17W
Carson, N.  Dak.	46-25N	101-34W
Carson	39-45N	118-40W
Carson City	39-10N	119-46W
Carson Sink	39-50N	118-25W
Cartersville	34-10N	84-48W
Carthage,  III.	40-25N	91-08W
Carthage, Mo.	37-11N	94-19W
Carthage,  N.Y.	43-59N	75-37W
Carthage,  Tex.	32-09N	94-20W
Caruthersville	36-11N	89-39W
Cary	35-47N	78-46W
Casa Grande	32-53N	111-45W
Cascade,  Idaho	44-31N	116-02W
Cascade,  Mont.	47-16N	111-42W
Cascade Locks	45-40N	121-54W
Cascade Ra.	47-00N	121-30W
Cascade  Reservoir	44-32N	116-03W
Casco B.	43-45N	70-00W
Casmalia	34-50N	120-32W
Casper	42-51N	106-19W
Caste Lake	47-23N	94-37W
Cassadega	42-20N	79-19W
Casselton	46-54N	97-13W
Cassville	36-41N	93-52W
Castaic	34-30N	118-38W
Castalia	41-24N	82-49W
Castile	42-38N	78-03W
Castle Dale	39-13N	111-01W
Castle Rock,  Colo.	39-22N	104-51W
Castle Rock,  Wash.	46-17N	122-54W
Castleton	43-37N	73-11W
Castorland	43-53N	75-31W
Castroville	36-46N	121-45W
Catalina	32-30N	110-50W
Cathlamet	46-12N	123-23W
Catlettsburg	38-25N	82-36W
Catskill	42-14N	73-52W
Catskill Mts.	42-10N	74-25W
Cattaraugus	42-22N	78-52W
Cavalier	48-48N	97-37W
Cave Creek	33-50N	111-57W
Cayuga	42-54N	76-44W
Cayuga L.	42-41N	76-41W
Cazenovia	42-56N	75-51W
Cedar	41-17N	91-21W
Cedar City	37-41N	113-04W
Cedar Creek  Reservori	32-11N	96-04W
Cedar Falls,  Iowa	42-32N	92-27W
Cedar Falls,  Wash.	47-25N	121-45W
Cedar Key	29-08N	83-02W
Cedar Rapids	41-59N	91-40W
Cedartown	34-01N	85-15W
Celina	40-33N	84-35W
Center, N.  Dak.	47-07N	101-18W
Center, Tex.	31-48N	94-11W
Centerburg	40-18N	82-42W
Centerville,  Calif.	36-44N	119-30W
Centerville,  Iowa	40-44N	92-52W
Centerville,  Pa.	40-03N	79-59W
Centerville,  Tenn.	35-47N	87-28W
Centerville,  Tex.	31-16N	95-59W
Central City,  Colo.	39-48N	106-31W
Central City,  Ky.	37-18N	87-07W
Central City,  Nebr.	41-07N	98-00W
Central Point	42-23N	122-55W
Central  Square	43-17N	76-09W
Centralia,  III.	38-32N	89-08W
Centralia,  Mo.	39-13N	92-08W
Centralia,  Wash.	46-43N	122-58W
Ceres	37-35N	120-57W
Chaco	36-46N	108-39W
Chacon, C.	54-42N	132-00W
Chadron	42-50N	103-00W
Chagrin Falls	41-26N	81-24W
Chalfant	37-32N	118-21W
Challis	44-30N	114-14W
Chalmette	29-56N	89-58W
Chama	36-54N	106-35W
Chamberlain	43-49N	99-20W
Chamberlain  L.	46-14N	69-19W
Chambers	35-11N	109-26W
Chambersburg	39-56N	77-40W
Champaign	40-07N	88-15W
Champion	41-19N	80-51W
Champlain	44-59N	73-27W
Champlain, L.	44-40N	73-20W
Chandeleur  Is.	29-55N	88-57W
Chandeleur  Sd.	29-55N	89-00W
Chandler,  Ariz.	33-18N	111-50W
Chandler,  Okla.	35-42N	96-53W
Channel Is.	33-40N	119-15W
Channel  Islands Nat. Park	33-30N	119-00W
Channing	35-41N	102-20W
Chanute	37-41N	95-27W
Chapel Hill	35-55N	79-04W
Chappell	41-06N	102-28W
Chardon	41-35N	81-12W
Chariton	39-19N	92-58W
Charleroi	40-09N	79-57W
Charles, C.	37-07N	75-58W
Charles City	43-04N	92-41W
Charles Town	39-17N	77-52W
Charleston,  III.	39-30N	88-10W
Charleston,  Miss.	34-01N	90-04W
Charleston,  Mo.	36-55N	89-21W
Charleston,  S.C.	32-46N	79-56W
Charleston,  W. Va.	38-21N	81-38E
Charleston  Peak	36-16N	115-42W
Charlestown,  Ind.	38-27N	85-40W
Charlestown,  N.H.	43-14N	72-25W
Charlevoix	45-19N	85-16W
Charlotte,  Mich.	42-34N	84-50W
Charlotte,  N.C.	35-13N	80-51W
Charlotte,  Vt.	44-19N	73-14W
Charlotte  Harbor	26-50N	82-10W
Charlottesville	38-02N	78-30W
Charlton	40-59N	93-20W
Chateaugay	44-56N	74-05W
Chatham	42-21N	73-036W
Chattahoochee	30-42N	84-51W
Chattahoochee	30-54N	84-57W
Chattanooga	35-03N	85-19W
Chaumont	44-04N	76-08W
Chautauqua L.	42-10N	79-24W
Chazy	44-53N	73-26W
Cheboygan	45-39N	84-29W
Checotah	35-28N	95-31W
Chehalis	46-40N	122-58W
Chehalis	46-57N	123-50W
Chelan	47-51N	120-01W
Chelan, L.	48-11N	120-30W
Chelsea	43-59N	72-27W
Chemult	43-14N	121-47W
Chenango  Forks	42-15N	75-51W
Cheney	47-30N	117-35W
Chequamegon  B.	46-40N	90-30W
CheraW	34-42N	79-53W
Cherokee,  Iowa	42-45N	95-33W
Cherokee,  Okla.	36-45N	98-21W
Cherokee  Village	36-17N	91-30W
Cherokees,  Grand Lake O'The	36-28N	95-02W
Cherry  Valley, Calif.	33-59N	116-57W
Cherry  Valley, N.Y.	42-48N	74-45W
Chesapeake	36-50N	76-17W
Chesapeake B.	38-00N	76-10W
Chester,  Calif.	40-19N	121-14W
Chester, III.	37-55N	89-49W
Chester,  Mont.	48-31N	110-58W
Chester, Pa.	39-51N	75-22W
Chester, S.C.	34-43N	81-12W
Chester, Vt.	43-16N	72-36W
Chester, W.  Va.	40-37N	80-34W
Chestertown	43-40N	73-48W
Chestnut  Ridge	40-20N	79-10W
Chesuncook L.	46-00N	69-21W
Chewelah	48-17N	117-43W
Cheyenne,  Okla.	35-37N	99-40W
Cheyenne,  Wyo.	41-08N	104-49W
Cheyenne	44-41N	101-18W
Cheyenne  Wells	38-49N	102-21W
Chicago	41-53N	87-38W
Chicago  Heights	41-30N	87-38W
Chichago I.	57-30N	135-30W
Chickasha	35-03N	97-58W
Chico	39-44N	121-50W
Chicopee	49-09N	72-37W
Childress	34-25N	100-3W
Chillicothe,  III.	40-55N	89-29W
Chillicothe,  Mo.	39-48N	93-33W
Chillicothe,  Ohio	39-20N	82-59W
Chilton	44-02N	88-10W
Chimayo	36-00N	105-56W
China Lake	35-44N	117-37W
Chinati Peak	29-57N	104-29W
Chincoteague	37-56N	75-23W
Chinle	36-09N	109-33W
Chino	34-01N	117-41W
Chinno Valley	34-45N	112-27W
Chinook	48-35N	109-14W
Chipley	30-47N	85-32W
Chippewa	44-25N	92-05W
Chippewa  Falls	44-56N	91-24W
Chiputneticook  Lakes	45-35N	67-35W
Chircahua  Peak	31-51N	109-18W
Chisholm	47-29N	92-53W
Chisos Mts.	29-05N	103-15W
Chloride	35-25N	114-12W
Chocolates  Mts.	33-15N	115-15W
Choctawhatches	30-25N	86-08W
Choke Canyon  L.	28-30N	98-20W
Cholame	35-44N	120-18W
Choteau	47-49N	112-11W
Chowchilla	37-07N	120-16W
Chubbuck	42-55N	112-28W
Chugwater	41-46N	104-50W
Chula Vista	32-39N	117-05W
Chuska Mts.	36-15N	108-50W
Cibola	33-17N	114-42W
Cicero	41-51N	87-45W
Cima	35-14N	115-30W
Cimarron,  Kans.	37-48N	100-21W
Cimarron, N.  Mex.	36-31N	104-55W
Cimarron	36-10N	96-17W
Cincinnati	39-06N	84-31W
Cincinnatus	42-33N	75-54W
Circle,  Alaska	65-50N	144-04W
Circle, Mont.	47-25N	105-35W
Circleville	39-36N	82-57W
Cisco	32-23N	98-59W
Citrus  Heights	38-42N	121-17W
Clairton	40-18N	79-53W
Clallam Bay	48-15N	124-16W
Clanton	32-51N	86-38W
Claraville	35-24N	118-20W
Clare	43-49N	84-46W
Claremont,  Calif.	34-06N	117-43W
Claremont,  N.H.	43-23N	72-20W
Claremore	36-19N	95-36W
Clarendon, Pa	41-47N	79-06W
Clarendon,  Tex.	34-56N	100-53W
Clarinda	40-44N	95-02W
Clarion, Iowa	42-44N	93-44W
Clarion, Pa.	41-13N	79-23W
Clarion	41-07N	79-41W
Clark	44-53N	97-.44W
Clark Fork	48-09N	116-11W
Clark Fork	48-09N	116-15W
Clarkdale	34-46N	112-03W
Clarks Hill  L.	33-40N	82-12W
Clarks Summit	41-30N	75-42W
Clarksburg	39-17N	80-30W
Clarksdale	34-12N	90-35W
Clarksville,  Ark.	35-28N	93-28W
Clarksville,  Tenn.	36-32N	87-21W
Clarksville,  Tex.	33-37N	95-03W
Clatskanie	46-06N	123-12W
Claude	35-07N	101-22W
Clay	38-17N	121-10W
Clay Center	39-23N	97-08W
Claypool	33-25N	110-51W
Claysburg	40-17N	78-27W
Claysville	40-07N	80-25W
Clayton, N.  Mex.	36-27N	103-11W
Clayton, N.Y.	44-14N	76-05W
Clear L.	39-02N	122-47W
Clear Lake,  Iowa	43-08N	93-23W
Clear Lake,  S. Dak.	44-45N	96-41W
Clear Lake  Reservoir	41-56N	121-05W
Clearfield,  Pa.	41-02N	78-27W
Clearfield,  Utah	41-07N	112-02W
Clearlake	38-57N	122-38W
Clearlake  Highlands	38-57N	122-38W
Clearwater	27-58N	82-48W
Clearwater  Mts.	46-05N	115-20W
Cleburne	32-21N	97-23W
Clemson	34-41N	82-050W
Clermont	28-33N	81-46W
Cleveland,  Miss.	33-45N	90-43W
Cleveland,  Ohio	41-30N	81-42W
Cleveland,  Okla.	36-19N	96-28W
Cleveland,  Tenn.	35-10N	84-53W
Cleveland,  Tex.	30-21N	95-05W
Cleveland,  Mt.	48-56N	113-51W
Cleveland  Heights	41-30N	81-34W
Clewiston	26-45N	80-56W
Cliffdell	46-56N	121-05W
Clifton,  Ariz.	33-03N	109-18W
Clifton,  Colo.	39-07N	108-25W
Clifton, Tex.	31-47N	97-35W
Clinch	35-53N	84-29W
Clingmans  Dome	35-34N	83-30W
Clint	31-35N	106-14W
Clinton, Ark.	35-36N	92-28W
Clinton,  Conn.	41-17N	72-32W
Clinton, III.	40-09N	88-57W
Clinton, Ind.	39-40N	87-24W
Clinton,  Iowa.	41-51N	90-12W
Clinton,  Mass.	42-25N	71-41W
Clinton,  Miss.	32-20N	90-20W
clinton, Mo.	38-22N	93-46W
Clinton, N.C.	35-00N	78-22W
Clinton,  Okla.	35-31N	98-58W
Clinton, S.C.	34-29N	81-53W
Clinton,  Tenn.	36-06N	84-08W
Clinton,  Wash.	47-59N	122-21W
Clintonville	44-37N	88-46W
Cloquet	46-43N	92-28W
Cloud Peak	44-23N	107-11W
Cloudcroft	32-58N	105-45W
Cloverdale	38-48N	123-01W
Clovis,  Calif.	36-49N	119-42W
Clovis, N.  Mex.	34-24N	103-12W
Clyde	43-05N	76-52W
Clymer, N.Y.	42-01N	79-37W
Clymer, Pa.	40-40N	79-01W
Coachella	33-41N	116-10W
Coachella  Canal	32-43N	114-57W
Coahoma	32-18N	101-18W
Coalgate	34-32N	96-13W
Coalinga	36-09N	120-21W
Coalville	40-55N	111-24W
Coast Ranges	39-00N	123-00W
Coatesville	39-59N	75-50W
Cobleskill	42-41N	74-29W
Cochran	32-23N	83-21W
Cochranton	41-31N	80-03W
Cocoa	28-21N	80-44W
Cod, C.	42-05N	70-10W
Cody	44-32N	109-03W
Coeur  de'Alene	47-45N	116-51W
Coeur  de'Alene L.	47-32N	116-48W
Coffeyville	37-02N	95-37W
Cohocton	42-30N	77-30W
Cohocton	42-09N	77-06W
Cohoes	42-46N	73-42W
Cokeville	42-05N	110-57W
Colby	39-24N	101-03W
Coldwater,  Kans.	37-16N	99-20W
Coldwater,  Mich.	41-57N	85-00W
Colebrook	44-54N	71-30W
Coleman	31-50N	99-26W
Coleville	38-34N	119-30W
Colfax,  Calif.	39-06N	120-57W
Colfax, La.	31-31N	92-42W
Colfax, Wash.	46-53N	117-22W
College Park	33-40N	84-27W
College  Station	30-37N	96-21W
Coloma	38-48N	120-53W
Colonial  Beach	38-15N	76-58W
Colonie	42-43N	73-50W
Colorado	39-30N	105-30W
Colorado	28-36N	95-59W
Colorado City	32-24N	100-52W
Colorado  Plateau	37-00N	111-00W
Colorado  River Aqueduct	34-17N	114-10W
Colorado  Springs	38-50N	104-49W
Colstrip	45-53N	106-38W
Colton	44-33N	74-56W
Columbia, Ky.	37-06N	85-18W
Columbia, La.	32-06N	92-05W
Columbia,  Miss.	31-15N	89-50W
Columbia, Mo.	38-57N	92-20W
Columbia, Pa.	40-02N	76-30W
Columbia,  S.C.	34-00N	81-02W
Columbia,  Tenn.	35-37N	87-02W
Columbia, District of	38-55N	77-00W
Columbia  Basin	46-45N	119-05W
Columbia  Falls	48-23N	114-11W
columbia  Plateau	44-00N	117-30W
Columbiana	40-53N	80-42W
Columbus, Ga.	32-28N	84-59W
Columbus,  Ind.	39-13N	85-55W
Columbus,  Kans.	37-10N	94-50W
Columbus,  Miss.	33-30N	88-25W
Columbus,  Mont.	45-38N	109-15W
Columbus, N.  Mex.	31-50N	107-38W
Columbus,  Nebr.	41-26N	97-22W
Columbus,  Ohio.	39-58N	83-00W
Columbus,  Tex.	29-42N	96-33W
Colusa	39-13N	122-01W
Colville	48-33N	117-54W
Colville	70-25N	150-30W
Comanche	31-54N	98-36W
Combahee	32-30N	80-31W
Commerce, Ga.	34-12N	83-28W
Commerce,  Tex.	33-15N	95-54W
Compton	33-54N	118-13W
Conception,  Pt.	34-27N	120-28W
Conchas Dam	35-22N	104-11W
Concho	34-28N	109-36W
Concho	31-34N	99-43W
Concord,  Calif.	37-59N	122-02W
Concordm N.C.	35-25N	80-35W
Concord, N.H.	43-12N	71-32W
Concordia	39-34N	97-40W
Concrete	48-32N	121-45W
Conde	45-09N	98-06W
Condon	45-14N	120-11W
Congress	34-09N	112-51W
Conklin	42-02N	75-49W
Conneaut	41-57N	80-34W
Connecticut	41-30N	72-45W
Connecticut	41-16N	72-20W
Connell	46-40N	118-52W
Connellsville	40-01N	79-35W
Connemaugh	40-28N	79-19W
Connersville	39-39N	85-08W
Conrad	48-10N	111-57W
Conroe	30-19N	95-27W
Constantia	43-15N	76-01W
Contact	41-46N	114-45W
Contoocook	43-13N	71-45W
Conway, Ark.	35-05N	92-26W
Conway, N.H.	43-59N	71-07W
Conway, S.C.	33-51N	79-03W
Cook	47-49N	92-39W
Cook Inlet	60-00N	152-00W
Cookeville	36-10N	85-30W
Cooldge	32-59N	111-31W
Coolidge Dam	33-03N	110-20W
Coon Rapids	45-09N	93-19W
Cooper	33-23N	95-42W
Cooperstown,  N. Dak.	47-27N	98-08W
Cooperstown,  N.Y.	42-42N	74-56W
Coos Bay	43-22N	124-13W
Coosa	32-30N	86-16W
Copake Falls	42-07N	73-31W
Cope	39-40N	102-51W
Copenhagen	43-5N	75-41W
Coplay	40-44N	75-29W
Copper Harbor	47-28N	87-53W
Copperas Cove	31-08N	97-54W
Copperopolis	37-58N	120-38W
Coquille	43-1N	124-11W
Coral	40-29N	79-10W
Coral Gables	25-45N	80-16W
Coral Springs	26-16N	80-13W
Coraopolis	40-31N	80-10W
Corbin	36-57N	84-06W
Corcoran	36-06N	119-33W
Cordele	31-58N	83-47W
Cordell	35-17N	98-59W
Cordova	60-33N	145-45W
Corinth,  Miss.	34-56N	88-31W
Corinth, N.Y.	43-15N	73-49W
Corning, Ark.	36-25N	90-35W
Corning,  Calif.	39-56N	122-11W
Corning, Iowa	40-59N	94-44W
Corning, N.Y.	42-09N	77-03W
Cornwall	40-17N	76-25W
Corona,  Calif.	33-53N	117-34W
Corona, N.  Mex.	34-15N	105-36W
Coronado	32-41N	117-11W
Coronados,  Is. Ios	32-25N	117-15W
Corpus  Christi	27-47N	97-24W
Corpus  Christi, L.	28-02N	97-52W
Corrigan	31-00N	94-52W
Corry	41-55N	79-39W
Corsicana	32-06N	96-28W
Cortez	37-21N	108-35W
Cortland,  N.Y.	42-36N	76-11W
Cortland,  Ohio.	41-20N	80-44W
Corvallis	44-34N	123-16W
Corydon	40-46N	93-19W
Coshocton	40-16N	81-51W
Coso Junction	36-03N	117-57W
Coso Pk.	36-13N	117-44W
Costa Mesa	33-38N	117-55W
Cosumnes	38-16N	121-26W
Coteau des  Prairies	45-20N	97-50W
Coteau du  Missouri	47-00N	100-00W
Cottage Grove	43-48N	123-03W
Cottonwood	34-45N	112-01W
Cotulla	28-26N	99-14W
Coudersport	41-46N	78-01W
Coulee City	47-37N	119-17W
Coulterville	37-43N	120-12W
Council	44-44N	116-26W
Council  Bluffs	41-16N	95-52W
Council Grove	38-40N	96-29W
Coupeville	48-13N	122-41W
Courtland	38-20N	121-34W
Coushatta	32-01N	93-21W
Covington,  Ga.	33-36N	83-51W
Covington,  Ky.	39-05N	84-31W
Covington,  Okia.	36-18N	97-35W
Covington,  Tenn.	35-34N	89-39W
Covington,  Va.	37-47N	79-59W
Cowlitz	46-06N	122-55W
Coyote Wells	32-44N	115-58W
Cozad	40-52N	99-59W
Craig	40-31N	107-33W
Cranberry L.	44-11N	74-50W
Crandon	45-34N	88-54W
Crane, Oreg.	43-25N	118-35W
Crane, Tex.	31-24N	102-21W
Cranston	41-47N	71-26W
Crater L.	42-56N	122-06W
Crater Lake  Nat. Park	42-55N	122-10W
Crawford	42-41N	103-25W
Crawfordsville	40-02N	86-54W
Crazy Mts.	46-12N	110-20W
Crede	37-51N	106-56W
Creekside	40-40N	79-11W
Creighton	42-28N	97-54W
Crescent City	41-45N	124-12W
Cresson	40-28N	78-36W
Crestline,  Calif.	34-14N	117-18W
Crestline,  Ohio	40-47N	82-44W
Creston,  Calif.	35-32N	120-33W
Creston, Iowa	41-04N	94-22W
Crestview,  Calif.	37-46N	118-58W
Crestview,  Fla.	30-46N	86-34W
Crete	40-38N	96-58W
Crockett	31-19N	95-27W
Cromwell	41-36N	72-39W
Crooked	44-32N	121-16W
Crookston,  Minn.	47-47N	96-37W
Crookston,  Nebr.	42-56N	100-45W
Crosby, N.  Dak.	48-55N	103-18W
Crosby, Pa.	41-45N	78-23W
Crosbyton	33-40N	101-14W
Cross City	29-38N	83-07W
Cross Sound	58-00N	135-00W
Crossett	33-08N	91-58W
Crossville	35-57N	85-02W
Croswell	43-16N	82-37W
