rating	name	reference	geometry	opening_hours	place_id	vicinity	scope	id	types	icon
4	Susan B. Allen Memorial Hospital	CmRRAAAAd4gJjXCc44KnNIUXpZNoGyBTZQkImz6oLIwwSIX1RH7hSUtSy9wYhazWGyikT4VRWbrQ0wgUGcjj16kuQIPvMAxzZV7WtimJEG7SIAINSkEihP4r19tpC7d7BCPW4gvpEhAZTmVizE8fg2xKq66Oq2igGhSCLZzu3hx1ymGXPy8GfBrO2Zn72w	{u'location': {u'lat': 37.8183743, u'lng': -96.8582522}, u'viewport': {u'northeast': {u'lat': 37.8192235802915, u'lng': -96.8569057197085}, u'southwest': {u'lat': 37.8165256197085, u'lng': -96.8596036802915}}}	{u'weekday_text': [], u'open_now': False}	ChIJg8ZFEwuzu4cRbhMchGXgu0I	700 West Central Avenue, El Dorado	GOOGLE	2462d98078458b06974d52dce10545a5bd28b14e	[u'hospital', u'point_of_interest', u'establishment']	https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png
2.4	Susan B Allen Memorial Hospital	CmRSAAAALZ4iJEVSApTsh3dBqoDuyrwkYKIwLHsiAVtU7zTgLNkKC2mkE754KvDCSctpPbHnoYYdRxJj2PRU40DLNmKrOngOa7SFL6ZMdZ-NBHmEWeyEe3moJETK4fVVGfW0BcLsEhCOw58ZhRLNJbYksQeLT1MBGhQlJVGaJ7WVTE-LzjeuOpIxZfDtgQ	{u'location': {u'lat': 37.8184912, u'lng': -96.858336}, u'viewport': {u'northeast': {u'lat': 37.81984018029149, u'lng': -96.85698701970848}, u'southwest': {u'lat': 37.8171422197085, u'lng': -96.85968498029149}}}	{u'weekday_text': [], u'open_now': True}	ChIJ0z3FGguzu4cRnV4Ce0PzzfQ	720 W Central, El Dorado	"[{u'photo_reference': u'CoQBdwAAAM_LAva_89675LWFs2SqT5nNnmyg8gB7zmjFIooEJidqEgUjRuRgHU9mOU51IAx5xnapd_GUruQ4GpnN4T8XTeWd2ozShoyCisd7aNRw6XmH8r4rzzorC9ecElDcKPPP4H4iZ3CXB2ytvrRkIiIOkYhVAZmDx83nrIewzMEFzpEOEhDMyrmuYeG6eV8Pnn5Z2pAPGhRYAZa0KAlP_J7xNcM-NbsWfYsh9A', u'width': 2048, u'html_attributions': [u'<a href=""https://maps.google.com/maps/contrib/103686332383556878933/photos"">Susan B Allen Memorial Hospital</a>'], u'height': 1152}]"	GOOGLE	a1a46db40c2c2c470495e75f41fed37123830f1a	[u'hospital', u'health', u'point_of_interest', u'establishment']	https://maps.gstatic.com/mapfiles/place_api/icons/doctor-71.png
